Series ID,Year,Period,Label,Value,1-Month % Change
LASST010000000000003,2000,M01,2000 Jan,4.7,-2.1
LASST010000000000003,2000,M02,2000 Feb,4.7,0.0
LASST010000000000003,2000,M03,2000 Mar,4.6,-2.1
LASST010000000000003,2000,M04,2000 Apr,4.6,0.0
LASST010000000000003,2000,M05,2000 May,4.5,-2.2
LASST010000000000003,2000,M06,2000 Jun,4.5,0.0
LASST010000000000003,2000,M07,2000 Jul,4.5,0.0
LASST010000000000003,2000,M08,2000 Aug,4.5,0.0
LASST010000000000003,2000,M09,2000 Sep,4.5,0.0
LASST010000000000003,2000,M10,2000 Oct,4.6,2.2
LASST010000000000003,2000,M11,2000 Nov,4.6,0.0
LASST010000000000003,2000,M12,2000 Dec,4.6,0.0
LASST010000000000003,2001,M01,2001 Jan,4.7,2.2
LASST010000000000003,2001,M02,2001 Feb,4.7,0.0
LASST010000000000003,2001,M03,2001 Mar,4.7,0.0
LASST010000000000003,2001,M04,2001 Apr,4.7,0.0
LASST010000000000003,2001,M05,2001 May,4.8,2.1
LASST010000000000003,2001,M06,2001 Jun,4.8,0.0
LASST010000000000003,2001,M07,2001 Jul,4.9,2.1
LASST010000000000003,2001,M08,2001 Aug,5.1,4.1
LASST010000000000003,2001,M09,2001 Sep,5.4,5.9
LASST010000000000003,2001,M10,2001 Oct,5.6,3.7
LASST010000000000003,2001,M11,2001 Nov,5.8,3.6
LASST010000000000003,2001,M12,2001 Dec,6.0,3.4
LASST010000000000003,2002,M01,2002 Jan,6.1,1.7
LASST010000000000003,2002,M02,2002 Feb,6.1,0.0
LASST010000000000003,2002,M03,2002 Mar,6.0,-1.6
LASST010000000000003,2002,M04,2002 Apr,6.0,0.0
LASST010000000000003,2002,M05,2002 May,5.9,-1.7
LASST010000000000003,2002,M06,2002 Jun,5.9,0.0
LASST010000000000003,2002,M07,2002 Jul,5.8,-1.7
LASST010000000000003,2002,M08,2002 Aug,5.8,0.0
LASST010000000000003,2002,M09,2002 Sep,5.8,0.0
LASST010000000000003,2002,M10,2002 Oct,5.8,0.0
LASST010000000000003,2002,M11,2002 Nov,5.8,0.0
LASST010000000000003,2002,M12,2002 Dec,5.8,0.0
LASST010000000000003,2003,M01,2003 Jan,5.8,0.0
LASST010000000000003,2003,M02,2003 Feb,5.8,0.0
LASST010000000000003,2003,M03,2003 Mar,5.9,1.7
LASST010000000000003,2003,M04,2003 Apr,6.0,1.7
LASST010000000000003,2003,M05,2003 May,6.1,1.7
LASST010000000000003,2003,M06,2003 Jun,6.1,0.0
LASST010000000000003,2003,M07,2003 Jul,6.2,1.6
LASST010000000000003,2003,M08,2003 Aug,6.2,0.0
LASST010000000000003,2003,M09,2003 Sep,6.1,-1.6
LASST010000000000003,2003,M10,2003 Oct,6.1,0.0
LASST010000000000003,2003,M11,2003 Nov,6.0,-1.6
LASST010000000000003,2003,M12,2003 Dec,6.0,0.0
LASST010000000000003,2004,M01,2004 Jan,6.0,0.0
LASST010000000000003,2004,M02,2004 Feb,6.0,0.0
LASST010000000000003,2004,M03,2004 Mar,5.9,-1.7
LASST010000000000003,2004,M04,2004 Apr,5.9,0.0
LASST010000000000003,2004,M05,2004 May,5.8,-1.7
LASST010000000000003,2004,M06,2004 Jun,5.8,0.0
LASST010000000000003,2004,M07,2004 Jul,5.7,-1.7
LASST010000000000003,2004,M08,2004 Aug,5.6,-1.8
LASST010000000000003,2004,M09,2004 Sep,5.6,0.0
LASST010000000000003,2004,M10,2004 Oct,5.5,-1.8
LASST010000000000003,2004,M11,2004 Nov,5.4,-1.8
LASST010000000000003,2004,M12,2004 Dec,5.2,-3.7
LASST010000000000003,2005,M01,2005 Jan,5.1,-1.9
LASST010000000000003,2005,M02,2005 Feb,4.9,-3.9
LASST010000000000003,2005,M03,2005 Mar,4.8,-2.0
LASST010000000000003,2005,M04,2005 Apr,4.6,-4.2
LASST010000000000003,2005,M05,2005 May,4.5,-2.2
LASST010000000000003,2005,M06,2005 Jun,4.4,-2.2
LASST010000000000003,2005,M07,2005 Jul,4.4,0.0
LASST010000000000003,2005,M08,2005 Aug,4.3,-2.3
LASST010000000000003,2005,M09,2005 Sep,4.3,0.0
LASST010000000000003,2005,M10,2005 Oct,4.3,0.0
LASST010000000000003,2005,M11,2005 Nov,4.2,-2.3
LASST010000000000003,2005,M12,2005 Dec,4.2,0.0
LASST010000000000003,2006,M01,2006 Jan,4.1,-2.4
LASST010000000000003,2006,M02,2006 Feb,4.1,0.0
LASST010000000000003,2006,M03,2006 Mar,4.1,0.0
LASST010000000000003,2006,M04,2006 Apr,4.1,0.0
LASST010000000000003,2006,M05,2006 May,4.1,0.0
LASST010000000000003,2006,M06,2006 Jun,4.1,0.0
LASST010000000000003,2006,M07,2006 Jul,4.1,0.0
LASST010000000000003,2006,M08,2006 Aug,4.1,0.0
LASST010000000000003,2006,M09,2006 Sep,4.1,0.0
LASST010000000000003,2006,M10,2006 Oct,4.0,-2.4
LASST010000000000003,2006,M11,2006 Nov,4.0,0.0
LASST010000000000003,2006,M12,2006 Dec,3.9,-2.5
LASST010000000000003,2007,M01,2007 Jan,3.9,0.0
LASST010000000000003,2007,M02,2007 Feb,3.8,-2.6
LASST010000000000003,2007,M03,2007 Mar,3.8,0.0
LASST010000000000003,2007,M04,2007 Apr,3.8,0.0
LASST010000000000003,2007,M05,2007 May,3.8,0.0
LASST010000000000003,2007,M06,2007 Jun,3.8,0.0
LASST010000000000003,2007,M07,2007 Jul,3.9,2.6
LASST010000000000003,2007,M08,2007 Aug,4.0,2.6
LASST010000000000003,2007,M09,2007 Sep,4.1,2.5
LASST010000000000003,2007,M10,2007 Oct,4.2,2.4
LASST010000000000003,2007,M11,2007 Nov,4.3,2.4
LASST010000000000003,2007,M12,2007 Dec,4.3,0.0
LASST010000000000003,2008,M01,2008 Jan,4.4,2.3
LASST010000000000003,2008,M02,2008 Feb,4.5,2.3
LASST010000000000003,2008,M03,2008 Mar,4.6,2.2
LASST010000000000003,2008,M04,2008 Apr,4.8,4.3
LASST010000000000003,2008,M05,2008 May,5.1,6.3
LASST010000000000003,2008,M06,2008 Jun,5.3,3.9
LASST010000000000003,2008,M07,2008 Jul,5.6,5.7
LASST010000000000003,2008,M08,2008 Aug,5.9,5.4
LASST010000000000003,2008,M09,2008 Sep,6.2,5.1
LASST010000000000003,2008,M10,2008 Oct,6.7,8.1
LASST010000000000003,2008,M11,2008 Nov,7.4,10.4
LASST010000000000003,2008,M12,2008 Dec,8.1,9.5
LASST010000000000003,2009,M01,2009 Jan,8.9,9.9
LASST010000000000003,2009,M02,2009 Feb,9.6,7.9
LASST010000000000003,2009,M03,2009 Mar,10.2,6.3
LASST010000000000003,2009,M04,2009 Apr,10.7,4.9
LASST010000000000003,2009,M05,2009 May,11.0,2.8
LASST010000000000003,2009,M06,2009 Jun,11.3,2.7
LASST010000000000003,2009,M07,2009 Jul,11.5,1.8
LASST010000000000003,2009,M08,2009 Aug,11.6,0.9
LASST010000000000003,2009,M09,2009 Sep,11.7,0.9
LASST010000000000003,2009,M10,2009 Oct,11.8,0.9
LASST010000000000003,2009,M11,2009 Nov,11.8,0.0
LASST010000000000003,2009,M12,2009 Dec,11.8,0.0
LASST010000000000003,2010,M01,2010 Jan,11.7,-0.8
LASST010000000000003,2010,M02,2010 Feb,11.6,-0.9
LASST010000000000003,2010,M03,2010 Mar,11.4,-1.7
LASST010000000000003,2010,M04,2010 Apr,10.8,-5.3
LASST010000000000003,2010,M05,2010 May,10.4,-3.7
LASST010000000000003,2010,M06,2010 Jun,10.1,-2.9
LASST010000000000003,2010,M07,2010 Jul,10.0,-1.0
LASST010000000000003,2010,M08,2010 Aug,9.9,-1.0
LASST010000000000003,2010,M09,2010 Sep,10.0,1.0
LASST010000000000003,2010,M10,2010 Oct,10.1,1.0
LASST010000000000003,2010,M11,2010 Nov,10.2,1.0
LASST010000000000003,2010,M12,2010 Dec,10.3,1.0
LASST010000000000003,2011,M01,2011 Jan,10.2,-1.0
LASST010000000000003,2011,M02,2011 Feb,10.2,0.0
LASST010000000000003,2011,M03,2011 Mar,10.1,-1.0
LASST010000000000003,2011,M04,2011 Apr,10.0,-1.0
LASST010000000000003,2011,M05,2011 May,10.0,0.0
LASST010000000000003,2011,M06,2011 Jun,10.0,0.0
LASST010000000000003,2011,M07,2011 Jul,9.9,-1.0
LASST010000000000003,2011,M08,2011 Aug,9.7,-2.0
LASST010000000000003,2011,M09,2011 Sep,9.4,-3.1
LASST010000000000003,2011,M10,2011 Oct,9.0,-4.3
LASST010000000000003,2011,M11,2011 Nov,8.6,-4.4
LASST010000000000003,2011,M12,2011 Dec,8.3,-3.5
LASST010000000000003,2012,M01,2012 Jan,8.1,-2.4
LASST010000000000003,2012,M02,2012 Feb,7.9,-2.5
LASST010000000000003,2012,M03,2012 Mar,8.0,1.3
LASST010000000000003,2012,M04,2012 Apr,8.1,1.3
LASST010000000000003,2012,M05,2012 May,8.2,1.2
LASST010000000000003,2012,M06,2012 Jun,8.3,1.2
LASST010000000000003,2012,M07,2012 Jul,8.2,-1.2
LASST010000000000003,2012,M08,2012 Aug,8.1,-1.2
LASST010000000000003,2012,M09,2012 Sep,7.9,-2.5
LASST010000000000003,2012,M10,2012 Oct,7.8,-1.3
LASST010000000000003,2012,M11,2012 Nov,7.6,-2.6
LASST010000000000003,2012,M12,2012 Dec,7.6,0.0
LASST010000000000003,2013,M01,2013 Jan,7.5,-1.3
LASST010000000000003,2013,M02,2013 Feb,7.4,-1.3
LASST010000000000003,2013,M03,2013 Mar,7.3,-1.4
LASST010000000000003,2013,M04,2013 Apr,7.2,-1.4
LASST010000000000003,2013,M05,2013 May,7.1,-1.4
LASST010000000000003,2013,M06,2013 Jun,7.0,-1.4
LASST010000000000003,2013,M07,2013 Jul,7.1,1.4
LASST010000000000003,2013,M08,2013 Aug,7.1,0.0
LASST010000000000003,2013,M09,2013 Sep,7.2,1.4
LASST010000000000003,2013,M10,2013 Oct,7.2,0.0
LASST010000000000003,2013,M11,2013 Nov,7.2,0.0
LASST010000000000003,2013,M12,2013 Dec,7.3,1.4
LASST010000000000003,2014,M01,2014 Jan,7.2,-1.4
LASST010000000000003,2014,M02,2014 Feb,7.2,0.0
LASST010000000000003,2014,M03,2014 Mar,7.2,0.0
LASST010000000000003,2014,M04,2014 Apr,7.1,-1.4
LASST010000000000003,2014,M05,2014 May,7.0,-1.4
LASST010000000000003,2014,M06,2014 Jun,6.9,-1.4
LASST010000000000003,2014,M07,2014 Jul,6.7,-2.9
LASST010000000000003,2014,M08,2014 Aug,6.6,-1.5
LASST010000000000003,2014,M09,2014 Sep,6.5,-1.5
LASST010000000000003,2014,M10,2014 Oct,6.4,-1.5
LASST010000000000003,2014,M11,2014 Nov,6.2,-3.1
LASST010000000000003,2014,M12,2014 Dec,6.1,-1.6
LASST010000000000003,2015,M01,2015 Jan,6.0,-1.6
LASST010000000000003,2015,M02,2015 Feb,6.0,0.0
LASST010000000000003,2015,M03,2015 Mar,6.1,1.7
LASST010000000000003,2015,M04,2015 Apr,6.1,0.0
LASST010000000000003,2015,M05,2015 May,6.2,1.6
LASST010000000000003,2015,M06,2015 Jun,6.2,0.0
LASST010000000000003,2015,M07,2015 Jul,6.2,0.0
LASST010000000000003,2015,M08,2015 Aug,6.1,-1.6
LASST010000000000003,2015,M09,2015 Sep,6.1,0.0
LASST010000000000003,2015,M10,2015 Oct,6.0,-1.6
LASST010000000000003,2015,M11,2015 Nov,6.0,0.0
LASST010000000000003,2015,M12,2015 Dec,6.0,0.0
LASST010000000000003,2016,M01,2016 Jan,6.0,0.0
LASST010000000000003,2016,M02,2016 Feb,5.9,-1.7
LASST010000000000003,2016,M03,2016 Mar,5.9,0.0
LASST010000000000003,2016,M04,2016 Apr,5.8,-1.7
LASST010000000000003,2016,M05,2016 May,5.8,0.0
LASST010000000000003,2016,M06,2016 Jun,5.8,0.0
LASST010000000000003,2016,M07,2016 Jul,5.8,0.0
LASST010000000000003,2016,M08,2016 Aug,5.8,0.0
LASST010000000000003,2016,M09,2016 Sep,5.9,1.7
LASST010000000000003,2016,M10,2016 Oct,5.9,0.0
LASST010000000000003,2016,M11,2016 Nov,5.8,-1.7
LASST010000000000003,2016,M12,2016 Dec,5.7,-1.7
LASST010000000000003,2017,M01,2017 Jan,5.4,-5.3
LASST010000000000003,2017,M02,2017 Feb,5.2,-3.7
LASST010000000000003,2017,M03,2017 Mar,4.9,-5.8
LASST010000000000003,2017,M04,2017 Apr,4.7,-4.1
LASST010000000000003,2017,M05,2017 May,4.5,-4.3
LASST010000000000003,2017,M06,2017 Jun,4.3,-4.4
LASST010000000000003,2017,M07,2017 Jul,4.2,-2.3
LASST010000000000003,2017,M08,2017 Aug,4.1,-2.4
LASST010000000000003,2017,M09,2017 Sep,4.0,-2.4
LASST010000000000003,2017,M10,2017 Oct,3.9,-2.5
LASST010000000000003,2017,M11,2017 Nov,3.9,0.0
LASST010000000000003,2017,M12,2017 Dec,3.9,0.0
LASST010000000000003,2018,M01,2018 Jan,3.9,0.0
LASST010000000000003,2018,M02,2018 Feb,3.9,0.0
LASST010000000000003,2018,M03,2018 Mar,4.0,2.6
LASST010000000000003,2018,M04,2018 Apr,4.0,0.0
LASST010000000000003,2018,M05,2018 May,4.0,0.0
LASST010000000000003,2018,M06,2018 Jun,4.0,0.0
LASST010000000000003,2018,M07,2018 Jul,4.0,0.0
LASST010000000000003,2018,M08,2018 Aug,3.9,-2.5
LASST010000000000003,2018,M09,2018 Sep,3.8,-2.6
LASST010000000000003,2018,M10,2018 Oct,3.7,-2.6
LASST010000000000003,2018,M11,2018 Nov,3.7,0.0
LASST010000000000003,2018,M12,2018 Dec,3.6,-2.7
LASST010000000000003,2019,M01,2019 Jan,3.6,0.0
LASST010000000000003,2019,M02,2019 Feb,3.5,-2.8
LASST010000000000003,2019,M03,2019 Mar,3.3,-5.7
LASST010000000000003,2019,M04,2019 Apr,3.2,-3.0
LASST010000000000003,2019,M05,2019 May,3.0,-6.3
LASST010000000000003,2019,M06,2019 Jun,2.9,-3.3
LASST010000000000003,2019,M07,2019 Jul,2.8,-3.4
LASST010000000000003,2019,M08,2019 Aug,2.8,0.0
LASST010000000000003,2019,M09,2019 Sep,2.7,-3.6
LASST010000000000003,2019,M10,2019 Oct,2.7,0.0
LASST010000000000003,2019,M11,2019 Nov,2.7,0.0
LASST010000000000003,2019,M12,2019 Dec,2.7,0.0
LASST010000000000003,2020,M01,2020 Jan,2.7,0.0
LASST010000000000003,2020,M02,2020 Feb,2.7,0.0
LASST010000000000003,2020,M03,2020 Mar,3.5,29.6
LASST020000000000003,2000,M01,2000 Jan,6.3,0.0
LASST020000000000003,2000,M02,2000 Feb,6.3,0.0
LASST020000000000003,2000,M03,2000 Mar,6.3,0.0
LASST020000000000003,2000,M04,2000 Apr,6.3,0.0
LASST020000000000003,2000,M05,2000 May,6.3,0.0
LASST020000000000003,2000,M06,2000 Jun,6.4,1.6
LASST020000000000003,2000,M07,2000 Jul,6.4,0.0
LASST020000000000003,2000,M08,2000 Aug,6.4,0.0
LASST020000000000003,2000,M09,2000 Sep,6.4,0.0
LASST020000000000003,2000,M10,2000 Oct,6.4,0.0
LASST020000000000003,2000,M11,2000 Nov,6.4,0.0
LASST020000000000003,2000,M12,2000 Dec,6.4,0.0
LASST020000000000003,2001,M01,2001 Jan,6.3,-1.6
LASST020000000000003,2001,M02,2001 Feb,6.3,0.0
LASST020000000000003,2001,M03,2001 Mar,6.3,0.0
LASST020000000000003,2001,M04,2001 Apr,6.3,0.0
LASST020000000000003,2001,M05,2001 May,6.3,0.0
LASST020000000000003,2001,M06,2001 Jun,6.4,1.6
LASST020000000000003,2001,M07,2001 Jul,6.4,0.0
LASST020000000000003,2001,M08,2001 Aug,6.4,0.0
LASST020000000000003,2001,M09,2001 Sep,6.5,1.6
LASST020000000000003,2001,M10,2001 Oct,6.5,0.0
LASST020000000000003,2001,M11,2001 Nov,6.6,1.5
LASST020000000000003,2001,M12,2001 Dec,6.7,1.5
LASST020000000000003,2002,M01,2002 Jan,6.8,1.5
LASST020000000000003,2002,M02,2002 Feb,6.9,1.5
LASST020000000000003,2002,M03,2002 Mar,7.0,1.4
LASST020000000000003,2002,M04,2002 Apr,7.2,2.9
LASST020000000000003,2002,M05,2002 May,7.3,1.4
LASST020000000000003,2002,M06,2002 Jun,7.4,1.4
LASST020000000000003,2002,M07,2002 Jul,7.4,0.0
LASST020000000000003,2002,M08,2002 Aug,7.5,1.4
LASST020000000000003,2002,M09,2002 Sep,7.5,0.0
LASST020000000000003,2002,M10,2002 Oct,7.5,0.0
LASST020000000000003,2002,M11,2002 Nov,7.5,0.0
LASST020000000000003,2002,M12,2002 Dec,7.6,1.3
LASST020000000000003,2003,M01,2003 Jan,7.7,1.3
LASST020000000000003,2003,M02,2003 Feb,7.7,0.0
LASST020000000000003,2003,M03,2003 Mar,7.8,1.3
LASST020000000000003,2003,M04,2003 Apr,7.8,0.0
LASST020000000000003,2003,M05,2003 May,7.9,1.3
LASST020000000000003,2003,M06,2003 Jun,7.9,0.0
LASST020000000000003,2003,M07,2003 Jul,7.9,0.0
LASST020000000000003,2003,M08,2003 Aug,7.9,0.0
LASST020000000000003,2003,M09,2003 Sep,7.8,-1.3
LASST020000000000003,2003,M10,2003 Oct,7.8,0.0
LASST020000000000003,2003,M11,2003 Nov,7.8,0.0
LASST020000000000003,2003,M12,2003 Dec,7.8,0.0
LASST020000000000003,2004,M01,2004 Jan,7.7,-1.3
LASST020000000000003,2004,M02,2004 Feb,7.7,0.0
LASST020000000000003,2004,M03,2004 Mar,7.6,-1.3
LASST020000000000003,2004,M04,2004 Apr,7.6,0.0
LASST020000000000003,2004,M05,2004 May,7.5,-1.3
LASST020000000000003,2004,M06,2004 Jun,7.5,0.0
LASST020000000000003,2004,M07,2004 Jul,7.4,-1.3
LASST020000000000003,2004,M08,2004 Aug,7.4,0.0
LASST020000000000003,2004,M09,2004 Sep,7.3,-1.4
LASST020000000000003,2004,M10,2004 Oct,7.3,0.0
LASST020000000000003,2004,M11,2004 Nov,7.2,-1.4
LASST020000000000003,2004,M12,2004 Dec,7.2,0.0
LASST020000000000003,2005,M01,2005 Jan,7.1,-1.4
LASST020000000000003,2005,M02,2005 Feb,7.0,-1.4
LASST020000000000003,2005,M03,2005 Mar,6.9,-1.4
LASST020000000000003,2005,M04,2005 Apr,6.8,-1.4
LASST020000000000003,2005,M05,2005 May,6.8,0.0
LASST020000000000003,2005,M06,2005 Jun,6.8,0.0
LASST020000000000003,2005,M07,2005 Jul,6.8,0.0
LASST020000000000003,2005,M08,2005 Aug,6.8,0.0
LASST020000000000003,2005,M09,2005 Sep,6.9,1.5
LASST020000000000003,2005,M10,2005 Oct,6.9,0.0
LASST020000000000003,2005,M11,2005 Nov,6.9,0.0
LASST020000000000003,2005,M12,2005 Dec,6.9,0.0
LASST020000000000003,2006,M01,2006 Jan,6.9,0.0
LASST020000000000003,2006,M02,2006 Feb,6.9,0.0
LASST020000000000003,2006,M03,2006 Mar,6.8,-1.4
LASST020000000000003,2006,M04,2006 Apr,6.7,-1.5
LASST020000000000003,2006,M05,2006 May,6.7,0.0
LASST020000000000003,2006,M06,2006 Jun,6.6,-1.5
LASST020000000000003,2006,M07,2006 Jul,6.6,0.0
LASST020000000000003,2006,M08,2006 Aug,6.5,-1.5
LASST020000000000003,2006,M09,2006 Sep,6.5,0.0
LASST020000000000003,2006,M10,2006 Oct,6.5,0.0
LASST020000000000003,2006,M11,2006 Nov,6.4,-1.5
LASST020000000000003,2006,M12,2006 Dec,6.4,0.0
LASST020000000000003,2007,M01,2007 Jan,6.3,-1.6
LASST020000000000003,2007,M02,2007 Feb,6.3,0.0
LASST020000000000003,2007,M03,2007 Mar,6.3,0.0
LASST020000000000003,2007,M04,2007 Apr,6.3,0.0
LASST020000000000003,2007,M05,2007 May,6.3,0.0
LASST020000000000003,2007,M06,2007 Jun,6.3,0.0
LASST020000000000003,2007,M07,2007 Jul,6.4,1.6
LASST020000000000003,2007,M08,2007 Aug,6.4,0.0
LASST020000000000003,2007,M09,2007 Sep,6.4,0.0
LASST020000000000003,2007,M10,2007 Oct,6.4,0.0
LASST020000000000003,2007,M11,2007 Nov,6.4,0.0
LASST020000000000003,2007,M12,2007 Dec,6.4,0.0
LASST020000000000003,2008,M01,2008 Jan,6.5,1.6
LASST020000000000003,2008,M02,2008 Feb,6.5,0.0
LASST020000000000003,2008,M03,2008 Mar,6.6,1.5
LASST020000000000003,2008,M04,2008 Apr,6.6,0.0
LASST020000000000003,2008,M05,2008 May,6.7,1.5
LASST020000000000003,2008,M06,2008 Jun,6.7,0.0
LASST020000000000003,2008,M07,2008 Jul,6.7,0.0
LASST020000000000003,2008,M08,2008 Aug,6.7,0.0
LASST020000000000003,2008,M09,2008 Sep,6.8,1.5
LASST020000000000003,2008,M10,2008 Oct,6.8,0.0
LASST020000000000003,2008,M11,2008 Nov,6.9,1.5
LASST020000000000003,2008,M12,2008 Dec,7.0,1.4
LASST020000000000003,2009,M01,2009 Jan,7.1,1.4
LASST020000000000003,2009,M02,2009 Feb,7.3,2.8
LASST020000000000003,2009,M03,2009 Mar,7.4,1.4
LASST020000000000003,2009,M04,2009 Apr,7.6,2.7
LASST020000000000003,2009,M05,2009 May,7.7,1.3
LASST020000000000003,2009,M06,2009 Jun,7.8,1.3
LASST020000000000003,2009,M07,2009 Jul,7.9,1.3
LASST020000000000003,2009,M08,2009 Aug,8.0,1.3
LASST020000000000003,2009,M09,2009 Sep,8.0,0.0
LASST020000000000003,2009,M10,2009 Oct,8.0,0.0
LASST020000000000003,2009,M11,2009 Nov,8.0,0.0
LASST020000000000003,2009,M12,2009 Dec,8.0,0.0
LASST020000000000003,2010,M01,2010 Jan,8.0,0.0
LASST020000000000003,2010,M02,2010 Feb,8.0,0.0
LASST020000000000003,2010,M03,2010 Mar,8.0,0.0
LASST020000000000003,2010,M04,2010 Apr,8.0,0.0
LASST020000000000003,2010,M05,2010 May,7.9,-1.3
LASST020000000000003,2010,M06,2010 Jun,7.8,-1.3
LASST020000000000003,2010,M07,2010 Jul,7.8,0.0
LASST020000000000003,2010,M08,2010 Aug,7.8,0.0
LASST020000000000003,2010,M09,2010 Sep,7.8,0.0
LASST020000000000003,2010,M10,2010 Oct,7.8,0.0
LASST020000000000003,2010,M11,2010 Nov,7.8,0.0
LASST020000000000003,2010,M12,2010 Dec,7.8,0.0
LASST020000000000003,2011,M01,2011 Jan,7.8,0.0
LASST020000000000003,2011,M02,2011 Feb,7.7,-1.3
LASST020000000000003,2011,M03,2011 Mar,7.7,0.0
LASST020000000000003,2011,M04,2011 Apr,7.6,-1.3
LASST020000000000003,2011,M05,2011 May,7.6,0.0
LASST020000000000003,2011,M06,2011 Jun,7.5,-1.3
LASST020000000000003,2011,M07,2011 Jul,7.5,0.0
LASST020000000000003,2011,M08,2011 Aug,7.5,0.0
LASST020000000000003,2011,M09,2011 Sep,7.5,0.0
LASST020000000000003,2011,M10,2011 Oct,7.5,0.0
LASST020000000000003,2011,M11,2011 Nov,7.5,0.0
LASST020000000000003,2011,M12,2011 Dec,7.4,-1.3
LASST020000000000003,2012,M01,2012 Jan,7.4,0.0
LASST020000000000003,2012,M02,2012 Feb,7.3,-1.4
LASST020000000000003,2012,M03,2012 Mar,7.3,0.0
LASST020000000000003,2012,M04,2012 Apr,7.2,-1.4
LASST020000000000003,2012,M05,2012 May,7.2,0.0
LASST020000000000003,2012,M06,2012 Jun,7.1,-1.4
LASST020000000000003,2012,M07,2012 Jul,7.1,0.0
LASST020000000000003,2012,M08,2012 Aug,7.0,-1.4
LASST020000000000003,2012,M09,2012 Sep,7.0,0.0
LASST020000000000003,2012,M10,2012 Oct,7.0,0.0
LASST020000000000003,2012,M11,2012 Nov,7.0,0.0
LASST020000000000003,2012,M12,2012 Dec,7.0,0.0
LASST020000000000003,2013,M01,2013 Jan,7.0,0.0
LASST020000000000003,2013,M02,2013 Feb,7.0,0.0
LASST020000000000003,2013,M03,2013 Mar,7.0,0.0
LASST020000000000003,2013,M04,2013 Apr,7.0,0.0
LASST020000000000003,2013,M05,2013 May,7.0,0.0
LASST020000000000003,2013,M06,2013 Jun,7.0,0.0
LASST020000000000003,2013,M07,2013 Jul,7.0,0.0
LASST020000000000003,2013,M08,2013 Aug,7.0,0.0
LASST020000000000003,2013,M09,2013 Sep,7.0,0.0
LASST020000000000003,2013,M10,2013 Oct,7.0,0.0
LASST020000000000003,2013,M11,2013 Nov,7.0,0.0
LASST020000000000003,2013,M12,2013 Dec,7.0,0.0
LASST020000000000003,2014,M01,2014 Jan,7.0,0.0
LASST020000000000003,2014,M02,2014 Feb,7.0,0.0
LASST020000000000003,2014,M03,2014 Mar,7.0,0.0
LASST020000000000003,2014,M04,2014 Apr,7.0,0.0
LASST020000000000003,2014,M05,2014 May,7.0,0.0
LASST020000000000003,2014,M06,2014 Jun,7.0,0.0
LASST020000000000003,2014,M07,2014 Jul,6.9,-1.4
LASST020000000000003,2014,M08,2014 Aug,6.9,0.0
LASST020000000000003,2014,M09,2014 Sep,6.8,-1.4
LASST020000000000003,2014,M10,2014 Oct,6.7,-1.5
LASST020000000000003,2014,M11,2014 Nov,6.6,-1.5
LASST020000000000003,2014,M12,2014 Dec,6.5,-1.5
LASST020000000000003,2015,M01,2015 Jan,6.5,0.0
LASST020000000000003,2015,M02,2015 Feb,6.5,0.0
LASST020000000000003,2015,M03,2015 Mar,6.5,0.0
LASST020000000000003,2015,M04,2015 Apr,6.5,0.0
LASST020000000000003,2015,M05,2015 May,6.5,0.0
LASST020000000000003,2015,M06,2015 Jun,6.5,0.0
LASST020000000000003,2015,M07,2015 Jul,6.5,0.0
LASST020000000000003,2015,M08,2015 Aug,6.5,0.0
LASST020000000000003,2015,M09,2015 Sep,6.5,0.0
LASST020000000000003,2015,M10,2015 Oct,6.6,1.5
LASST020000000000003,2015,M11,2015 Nov,6.6,0.0
LASST020000000000003,2015,M12,2015 Dec,6.7,1.5
LASST020000000000003,2016,M01,2016 Jan,6.7,0.0
LASST020000000000003,2016,M02,2016 Feb,6.8,1.5
LASST020000000000003,2016,M03,2016 Mar,6.8,0.0
LASST020000000000003,2016,M04,2016 Apr,6.8,0.0
LASST020000000000003,2016,M05,2016 May,6.9,1.5
LASST020000000000003,2016,M06,2016 Jun,6.9,0.0
LASST020000000000003,2016,M07,2016 Jul,6.9,0.0
LASST020000000000003,2016,M08,2016 Aug,6.9,0.0
LASST020000000000003,2016,M09,2016 Sep,6.9,0.0
LASST020000000000003,2016,M10,2016 Oct,6.9,0.0
LASST020000000000003,2016,M11,2016 Nov,6.9,0.0
LASST020000000000003,2016,M12,2016 Dec,6.9,0.0
LASST020000000000003,2017,M01,2017 Jan,6.9,0.0
LASST020000000000003,2017,M02,2017 Feb,6.9,0.0
LASST020000000000003,2017,M03,2017 Mar,6.9,0.0
LASST020000000000003,2017,M04,2017 Apr,6.9,0.0
LASST020000000000003,2017,M05,2017 May,6.9,0.0
LASST020000000000003,2017,M06,2017 Jun,6.9,0.0
LASST020000000000003,2017,M07,2017 Jul,6.9,0.0
LASST020000000000003,2017,M08,2017 Aug,6.9,0.0
LASST020000000000003,2017,M09,2017 Sep,6.9,0.0
LASST020000000000003,2017,M10,2017 Oct,6.9,0.0
LASST020000000000003,2017,M11,2017 Nov,6.8,-1.4
LASST020000000000003,2017,M12,2017 Dec,6.8,0.0
LASST020000000000003,2018,M01,2018 Jan,6.7,-1.5
LASST020000000000003,2018,M02,2018 Feb,6.7,0.0
LASST020000000000003,2018,M03,2018 Mar,6.6,-1.5
LASST020000000000003,2018,M04,2018 Apr,6.6,0.0
LASST020000000000003,2018,M05,2018 May,6.5,-1.5
