"GeoFips","GeoName","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4"
"35000","New Mexico",83864.1,84258.6,83576.5,83600.8,85724.2,85774.4,85702.5,86361.5,85867.8,86621.3,87242.0,86313.2,84850.1,85001.4,85599.8,88455.8,88324.4,87277.5,87538.7,87529.1,86334.3,86317.2,86703.8,88661.4,85516.4,86939.1,87403.8,88806.0,87998.2,88893.9,87400.4,86113.6,86510.5,86222.0,86188.1,87103.2,86828.2,88328.9,89977.7,91966.2,91303.8,90984.0,91246.5,91269.1,91210.7,91471.6,91148.7,91242.1,90843.4,90979.1,91700.4,91851.6,92004.7,93239.1,94205.5,94969.2,95932.8,96903.0,97527.2,98004.9
"36000","New York",1152497.2,1164319.6,1177323.4,1190063.7,1208209.7,1198950.8,1190250.9,1202204.0,1239201.0,1199565.8,1192113.9,1180022.3,1192548.5,1176791.1,1179509.3,1153034.5,1172298.1,1224962.3,1239974.0,1255683.3,1270161.4,1287498.2,1267427.7,1252858.8,1277405.3,1263523.0,1259540.0,1276511.1,1297996.2,1318413.2,1330304.8,1343077.7,1308394.0,1314834.1,1320541.2,1333424.8,1329512.8,1341553.6,1357303.6,1368702.6,1366420.5,1382677.1,1381328.3,1358225.2,1391170.4,1394731.0,1383988.0,1388833.2,1416664.2,1409237.8,1417256.2,1432609.8,1428720.5,1437036.0,1443137.3,1433650.9,1454849.6,1460849.2,1462686.7,1467849.3
"37000","North Carolina",403897.7,404442.8,408692.4,412932.6,429257.0,432549.3,432221.7,436327.4,437559.7,434785.1,434127.6,439276.2,448607.3,452097.3,449267.6,437708.8,418774.9,423646.3,429705.0,436305.0,429355.8,431558.9,433123.1,439579.3,437496.2,442904.9,437318.0,438634.6,443738.3,438380.6,439700.3,436464.7,441701.0,442695.3,447927.3,449122.1,452114.1,452786.1,456981.0,458303.5,467499.7,470756.3,470636.9,469022.2,472980.8,472680.8,475481.5,480212.9,482586.2,483343.1,485699.2,490365.9,491603.4,497554.6,499047.3,501119.8,505181.1,507133.6,509607.7,512578.2
"38000","North Dakota",28966.3,29103.9,29076.7,29280.1,29708.5,30387.3,30282.0,30668.2,30835.5,31346.9,31841.2,32646.6,33493.9,33985.2,34616.5,34522.9,34994.3,34635.6,35318.3,35224.4,36167.6,37462.4,38178.2,38977.7,39171.3,40588.5,42204.3,45805.2,48490.9,51617.2,52563.2,52709.2,51396.6,51933.4,53124.4,53669.0,54405.7,56209.7,57264.1,58212.3,57170.9,54906.5,54101.2,53427.7,51973.8,50756.6,50857.6,50557.3,50449.6,51382.7,50999.4,51227.3,51705.5,52742.0,53512.0,53532.5,53822.5,54069.5,54222.3,54283.9
"39000","Ohio",539054.9,542597.1,546787.8,546539.1,541979.8,542732.0,541033.5,538972.9,540309.5,540065.8,542097.2,543172.2,544687.4,548006.8,539860.8,516243.8,514426.0,506289.4,506322.9,509824.4,511709.8,517918.0,525378.3,529372.7,531411.1,535743.0,539447.4,548211.8,540658.6,542998.1,541594.4,538026.1,547636.8,546969.6,551596.9,556996.8,558890.1,569774.3,578470.4,580511.4,578297.0,580942.6,579402.6,583014.2,579385.8,584277.7,587175.8,589516.3,590154.7,593026.4,596350.9,597728.8,599696.4,603655.5,609506.3,608720.0,612264.6,614178.9,616743.2,619214.2
"40000","Oklahoma",142152.4,143785.5,143898.7,142453.5,157797.2,152020.3,150401.7,150416.7,152084.7,154576.5,157563.5,157634.3,157377.8,160538.3,161126.7,166403.0,161980.5,158879.8,159528.5,156553.8,156125.7,159446.9,160642.1,160691.2,159088.8,163350.7,167155.4,171017.2,172504.2,173927.7,172876.1,174627.0,176670.6,176230.6,176757.6,180747.6,180721.2,184950.5,190941.6,194343.1,196699.7,193671.6,196962.4,196274.8,192688.7,190662.8,189127.0,187960.5,189410.4,192224.7,192187.6,192354.1,194788.7,196127.1,196680.2,198502.4,199759.8,201099.4,202058.6,202338.1
"41000","Oregon",156814.0,157084.6,158999.2,160953.5,166206.2,166619.2,168538.1,170285.4,167572.3,169649.0,172518.2,174714.5,174360.8,175752.6,175375.8,170331.1,168639.9,166215.6,166173.6,165583.6,169374.0,167834.5,169143.9,169710.8,173182.7,173741.4,172641.0,175967.4,175969.3,175518.3,174841.9,171643.1,174056.8,174615.4,176385.1,178163.0,177550.3,180826.9,183871.1,185195.8,189019.3,190761.8,193814.5,194400.5,199115.4,200375.0,200790.6,203511.8,205192.8,207683.8,209216.4,212410.1,213964.1,215435.5,217696.1,219150.3,220712.6,221829.1,222822.3,224173.4
"42000","Pennsylvania",581956.0,585549.2,591428.5,593285.7,586000.1,590270.9,594567.0,597283.2,601967.8,605937.4,615652.2,624512.8,623721.6,633110.0,626419.4,612034.3,600995.9,600238.8,602952.9,617799.4,611240.6,619582.3,627804.4,631239.3,621791.7,629795.7,633174.8,640725.1,640196.5,642742.9,643881.8,638448.0,647011.8,650150.1,651905.4,656208.4,654968.5,663980.5,671847.4,675181.3,678311.6,680678.5,681492.1,684456.1,685804.4,688508.1,693174.3,691890.8,688008.8,690333.8,697147.4,699212.5,703374.6,710730.2,716278.8,716905.1,722835.0,725884.6,729745.6,733606.8
"44000","Rhode Island",51620.0,52320.5,52330.7,52993.9,52546.5,53723.4,54319.1,53483.8,53214.3,52240.6,51815.3,51079.4,51019.5,50602.7,50180.5,49985.8,49349.4,49970.2,50544.5,50990.3,50886.1,51409.5,51791.2,51783.0,50435.8,51728.6,51356.5,51555.4,51706.5,51770.0,51705.1,51386.4,52368.3,51867.1,52075.8,52027.2,51960.7,51908.6,51980.3,52687.1,52766.5,53245.1,52884.1,53490.4,52617.5,53098.2,53288.0,53359.2,52546.1,52930.4,53124.9,53356.0,53383.5,53723.5,53312.5,54080.0,54711.6,54911.3,55133.6,55433.7
"45000","South Carolina",165213.0,166163.5,166976.4,167942.9,169871.6,170060.8,169970.0,171453.6,171474.9,174204.5,176467.8,178213.2,175722.1,177219.0,175588.5,169807.5,166975.9,165752.2,166271.2,168399.4,168047.5,169871.8,170903.5,171843.1,172503.6,174906.4,173842.2,175259.4,176573.8,175512.4,175230.7,174182.6,178128.2,177173.5,179958.3,180501.7,180573.6,184076.9,184752.2,184844.7,187145.1,188947.3,191480.1,192026.6,192823.1,194705.1,196016.9,198293.5,200292.6,201189.0,202138.4,203870.2,204382.8,206270.0,208104.7,210053.0,211884.5,212838.3,213872.3,215209.7
"46000","South Dakota",35923.1,35685.8,35935.6,36084.6,36285.6,36624.9,36543.4,36382.2,37975.1,38211.7,37826.2,38216.6,40618.1,40155.3,39663.5,38135.8,39514.7,39671.0,40077.2,39664.6,39251.1,39530.3,40674.6,41063.3,41689.1,42352.8,42555.5,44576.5,44320.4,44080.8,41747.9,43629.4,43558.2,43678.5,43642.9,43529.1,44422.7,44512.0,44045.2,43632.2,44621.4,45037.4,45489.4,46622.2,44813.0,45356.3,46309.8,46262.8,46149.3,45742.7,45550.3,45033.4,46198.2,46318.7,46747.8,46697.3,46514.2,46706.9,46915.2,47105.2
"47000","Tennessee",261777.8,262708.8,266316.9,267805.3,269900.3,272447.5,270966.7,272543.7,265193.8,266975.8,269050.7,273802.3,273012.6,274597.7,274210.1,266224.7,263732.1,262232.0,261584.8,264513.2,265324.1,265890.0,266717.9,268976.6,270173.2,273705.8,275663.5,279671.8,282040.8,285153.9,283495.3,284197.0,288112.1,285159.5,286491.3,287442.5,288254.2,291364.5,293122.6,294009.1,297505.8,301813.5,303532.8,303496.8,305086.8,306611.9,308941.2,311486.4,311661.4,311996.7,313785.9,317905.0,318809.8,322992.1,326922.6,325975.1,328595.3,329670.3,331633.5,333308.7
"48000","Texas",1130715.4,1126781.7,1130822.7,1142864.7,1185235.2,1201746.0,1214756.8,1239409.1,1248291.1,1275827.1,1281867.1,1291224.7,1272850.5,1269507.2,1270489.7,1290246.9,1276379.3,1262774.5,1268114.9,1278474.5,1290260.7,1295467.6,1306409.1,1314769.5,1322539.6,1338954.9,1342630.8,1371038.5,1391082.0,1405166.2,1410953.6,1438313.1,1451944.6,1467209.8,1482286.6,1486973.1,1478223.1,1511384.5,1541484.9,1561136.3,1601084.9,1583217.0,1599202.7,1601943.1,1595242.7,1595614.8,1602912.7,1607270.5,1621887.0,1638658.4,1655672.3,1668839.5,1684726.0,1705457.8,1722114.8,1738757.5,1761259.1,1781681.3,1799059.0,1812110.0
"49000","Utah",106441.1,107672.4,109997.1,112471.8,115652.1,117641.8,119655.0,121933.3,121859.1,125025.4,125206.9,125899.4,123782.5,125043.1,124138.4,120969.1,121499.0,120669.8,120475.0,120522.7,121987.4,121807.6,123643.2,125882.1,125887.5,127284.3,127126.5,127941.7,129135.1,128603.1,127972.3,129173.4,130913.4,131330.1,132836.3,132527.3,134405.4,135735.5,136420.3,137764.9,139940.5,141307.4,142097.9,143467.3,145094.0,146050.3,148324.0,150187.7,150474.1,151865.3,154379.6,155797.5,157159.7,158407.4,159487.0,160144.7,162884.3,164109.1,165421.2,166818.5
"50000","Vermont",26862.4,26757.2,26934.0,27084.2,27378.9,27210.1,27109.6,26830.9,26629.4,26756.4,26908.6,26911.8,27548.9,27560.2,27535.3,27104.6,26811.6,26722.4,27053.2,27399.2,27553.8,28047.5,28440.0,28402.8,28253.9,28659.0,28624.2,29396.3,28964.9,29271.6,28922.7,28390.2,28761.4,28590.3,28290.8,28352.1,28003.3,28295.9,28765.9,29022.0,28666.1,28869.2,29039.7,29050.9,29296.3,29309.4,29471.8,29374.2,29402.1,29283.3,29442.7,29498.3,29536.4,29777.2,29801.3,29886.2,30300.2,30400.2,30533.6,30704.9
"51000","Virginia",408116.2,413604.8,419224.1,419402.3,424899.6,423792.4,423351.9,422906.1,425068.4,425607.8,428612.7,428715.3,424609.1,427656.0,428236.1,422712.8,420075.7,424439.7,426496.3,431321.2,431519.5,437072.4,439483.5,440996.0,438031.2,440546.6,441508.1,446349.5,444616.2,445072.3,446064.8,444046.9,448936.5,445966.4,445785.8,445549.9,442462.4,445685.5,446890.7,448438.3,450261.5,455662.5,457732.0,456155.5,452231.9,455141.4,457453.3,461879.0,460873.2,463106.8,466147.0,469044.4,472475.4,475405.4,479769.9,480372.2,482731.9,484997.8,486891.7,489372.3
"53000","Washington",339462.3,342858.6,342176.5,348950.5,353388.7,354382.6,356731.1,362262.3,365115.4,375857.1,382928.7,388919.2,382374.9,384411.5,386872.5,375862.9,370456.5,371856.0,371976.4,376624.7,375516.5,381470.1,383394.2,384632.8,384539.3,386030.9,386257.7,394501.6,399534.8,401101.4,403650.2,399166.7,408574.7,408064.9,413934.0,413988.9,417723.7,421684.3,430882.2,432759.6,437910.5,443976.6,448299.2,447087.5,454687.8,455679.8,459890.6,468759.2,473286.8,480097.5,486726.7,494982.6,501491.3,509560.7,517035.2,518602.4,525027.9,529115.2,533111.1,537642.2
"54000","West Virginia",65018.0,66030.3,65497.2,65649.9,66220.2,66486.7,66424.2,66610.4,66029.5,66368.1,66807.7,66883.1,66702.0,67664.5,68113.5,69073.4,68770.8,67615.3,66747.9,67125.8,66597.9,67951.5,69806.7,69418.4,68232.4,69765.3,69910.4,70723.9,69934.0,70186.9,69074.5,68400.6,70116.3,70074.7,70074.7,70369.0,68874.4,69914.3,70216.2,70491.5,69939.3,69914.3,69700.4,69490.2,69615.4,68902.5,68678.9,68408.0,69879.2,69614.3,70040.5,70081.7,70052.4,71267.8,72315.3,72290.2,71890.4,72201.6,72289.7,72264.2
"55000","Wisconsin",260200.0,261519.1,264704.8,262219.3,265889.8,266232.5,266712.8,267050.3,267172.5,267492.2,268580.8,268498.7,266173.9,267552.4,265364.2,259437.8,253775.0,255607.1,257898.6,261289.6,260402.9,263230.7,266483.3,269247.7,267231.0,269464.0,271422.9,273372.0,275762.0,275574.5,273254.4,272784.9,275466.4,275116.7,276374.1,277801.1,276960.3,282538.7,283782.4,285034.3,285753.9,287214.6,287527.6,288161.2,288599.1,290183.9,292651.7,291566.1,292607.1,292985.1,296420.9,296615.4,299968.1,300728.4,302376.1,303418.3,304263.2,305093.9,306257.0,307883.7
"56000","Wyoming",32966.4,33646.0,32745.4,33125.3,35486.5,36948.1,38342.9,39329.1,39699.8,40207.1,40375.9,41056.7,41406.0,41629.3,42140.9,45354.0,44845.2,41718.6,40228.9,38748.8,39279.8,39834.4,40239.3,39851.9,39249.9,39332.1,39181.8,39818.3,39066.9,39060.5,37895.9,37703.5,38816.7,38294.7,38346.5,38557.7,38012.5,38429.5,38908.8,39519.5,40246.7,39283.1,39871.3,39490.7,39655.4,38081.2,37436.4,37038.7,37450.7,38308.8,38090.2,38138.7,37749.5,37911.0,38083.7,38415.9,38939.6,39341.7,39472.1,39472.9
"Legend / Footnotes:"
"Real GDP is in millions of chained 2012 dollars. Calculations are performed on unrounded data. Chained (2012) dollar series are calculated as the product of the chain-type quantity index and the 2012 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. For the All industry total and Government and government enterprises, the difference between the United States and sum-of-states reflects overseas activity, economic activity taking place outside the borders of the United States by the military and associated federal civilian support staff."
"Last updated: April 7, 2020-- new statistics for 2019:Q4."
